Forecast_ID,Date,Department_ID,Expected_Workload_Hours,Expected_Projects,Expected_Revenue,Season,Demand_Level
20746,3/30/2026,6,853,16,198129,Q3,Medium
20747,2/11/2025,10,1483,3,280612,Q2,High
20748,4/17/2026,8,2040,31,204247,Q1,High
20749,7/24/2026,7,3745,6,348938,Q4,Critical
20750,8/31/2026,8,3196,43,360006,Q2,Low
20751,1/9/2025,1,2861,45,441397,Q2,Medium
20752,5/15/2025,2,3288,46,473971,Q2,Critical
20753,7/29/2026,4,4587,15,479881,Q1,Low
20754,11/10/2026,7,1478,42,377892,Q2,Critical
20755,3/18/2025,2,4617,13,473094,Q1,High
20756,6/13/2025,3,1343,25,415991,Q1,Critical
20757,3/31/2026,5,3686,40,161454,Q3,Low
20758,11/11/2026,10,3812,18,361830,Q1,Low
20759,6/17/2026,5,3500,16,363299,Q2,Medium
20760,5/6/2026,2,1275,13,462693,Q3,Medium
20761,9/9/2026,10,1953,23,466054,Q4,High
20762,7/15/2026,9,4734,26,58465,Q4,Low
20763,11/22/2026,8,2613,15,262999,Q2,High
20764,10/21/2025,4,1467,18,56208,Q2,Medium
20765,9/27/2025,6,2741,29,316416,Q3,Low
20766,2/9/2026,1,4347,25,353634,Q2,Critical
20767,2/6/2025,2,1518,38,82235,Q1,High
20768,10/22/2026,4,874,38,139303,Q1,Low
20769,2/3/2025,8,771,16,105037,Q4,Critical
20770,6/26/2025,10,527,36,147795,Q1,High
20771,10/11/2026,7,4196,36,100660,Q3,Medium
20772,5/23/2026,5,563,32,158040,Q1,Low
20773,9/18/2025,3,4494,16,235811,Q1,High
20774,1/29/2026,5,3269,27,472793,Q3,High
20775,10/11/2025,3,3855,30,379401,Q4,Low
20776,2/9/2026,6,4049,25,197211,Q2,Critical
20777,10/15/2025,5,3379,42,300228,Q4,Critical
20778,2/1/2025,7,3789,45,335004,Q3,Medium
20779,2/16/2025,4,4482,11,221599,Q2,High
20780,3/18/2026,7,4686,19,280778,Q4,Low
20781,1/29/2026,5,3073,1,78207,Q2,Medium
20782,9/5/2025,10,2500,30,336388,Q3,Low
20783,3/28/2026,5,3412,7,139005,Q1,Critical
20784,4/27/2026,9,3119,12,83541,Q3,High
20785,7/29/2026,8,4284,48,207188,Q3,High
20786,6/17/2026,6,2578,14,302038,Q3,High
20787,8/5/2026,2,2739,41,433714,Q2,High
20788,2/3/2025,9,1207,22,380176,Q3,High
20789,3/29/2025,2,1522,44,219245,Q1,Low
20790,12/19/2026,9,4395,18,460101,Q3,Critical
20791,7/24/2025,6,662,8,95558,Q1,Critical
20792,3/19/2026,3,3352,27,211964,Q4,Low
20793,12/10/2026,2,2679,15,193737,Q3,Medium
20794,11/3/2026,4,3266,29,418700,Q3,Critical
20795,10/29/2026,1,4435,18,466377,Q3,Low
20796,2/28/2025,9,1482,2,380850,Q4,Low
20797,3/6/2025,10,4025,42,253201,Q1,High
20798,4/20/2026,5,4016,21,311920,Q2,High
20799,10/12/2026,5,2056,40,392397,Q4,Low
20800,6/5/2025,3,4040,48,468805,Q3,Low
20801,2/15/2025,4,1982,6,315596,Q1,High
20802,3/26/2026,7,2440,26,310478,Q2,Medium
20803,2/17/2025,10,2007,5,312576,Q3,High
20804,5/9/2025,8,1683,42,205932,Q4,Medium
20805,12/3/2026,10,699,6,470535,Q1,Medium
20806,10/25/2026,7,710,47,471013,Q1,Critical
20807,7/28/2026,2,2953,10,213529,Q3,Low
20808,7/31/2025,8,4427,1,146746,Q3,High
20809,7/18/2025,2,3853,4,447673,Q3,Medium
20810,8/3/2025,2,1691,37,244734,Q1,Low
20811,8/2/2025,2,508,46,355295,Q3,Low
20812,4/25/2025,3,942,8,135693,Q2,High
20813,6/15/2025,8,4800,8,361456,Q4,Critical
20814,5/16/2025,4,1846,15,316289,Q1,Medium
20815,6/4/2026,10,1760,37,214542,Q1,Critical
20816,12/4/2025,7,1893,44,121681,Q1,Low
20817,10/14/2025,7,4068,2,183075,Q2,High
20818,2/13/2026,3,669,48,300518,Q1,Critical
20819,11/15/2025,2,1920,49,195556,Q1,Medium
20820,1/22/2026,3,1048,12,295976,Q2,Critical
20821,3/20/2025,6,3505,49,82434,Q3,Critical
20822,12/8/2026,8,4726,35,428317,Q4,Medium
20823,12/12/2025,1,3685,28,177694,Q1,Low
20824,5/23/2025,9,3968,45,143874,Q2,High
20825,12/4/2026,4,4110,29,231076,Q3,Medium
20826,3/19/2026,2,3126,23,285264,Q3,High
20827,12/27/2025,9,683,30,165972,Q3,Medium
20828,12/6/2025,3,834,5,79754,Q1,High
20829,8/16/2025,9,1167,10,61086,Q4,Critical
20830,3/4/2025,9,1451,29,273348,Q4,High
20831,6/24/2026,1,820,3,245450,Q2,Critical
20832,11/4/2025,5,3947,20,58817,Q4,Critical
20833,7/16/2026,2,3634,7,72348,Q3,Low
20834,1/3/2025,2,4660,42,50326,Q1,Critical
20835,7/6/2025,10,3576,2,116681,Q3,Critical
20836,6/12/2025,7,3366,1,474544,Q3,Critical
20837,4/24/2025,3,4385,46,346934,Q1,Critical
20838,1/10/2025,9,3868,14,324768,Q3,Low
20839,3/15/2026,6,4599,10,419683,Q4,Critical
20840,11/12/2025,4,532,15,97940,Q1,High
20841,9/2/2025,9,1030,20,384509,Q2,Medium
20842,6/29/2026,1,985,8,96650,Q2,High
20843,6/26/2026,7,4122,1,319240,Q2,Medium
20844,5/13/2025,1,1974,45,334783,Q3,Low
20845,1/6/2025,1,2335,37,397411,Q4,High
20846,11/11/2025,10,2555,26,476951,Q2,Medium
20847,2/5/2026,7,1042,45,192673,Q2,Low
20848,6/24/2025,7,942,35,437950,Q2,High
20849,7/4/2025,4,4658,32,65924,Q3,High
20850,10/2/2025,2,1833,42,281072,Q3,Low
20851,8/21/2025,9,3297,46,230028,Q3,Low
20852,6/12/2026,4,1354,17,120959,Q1,Critical
20853,3/26/2026,4,3085,21,257012,Q4,Low
20854,3/2/2025,2,1202,7,446826,Q4,Critical
20855,10/13/2025,4,1294,37,250749,Q2,Critical
20856,6/26/2026,9,556,6,223495,Q2,Medium
20857,3/22/2026,9,3174,12,234594,Q3,Low
20858,11/29/2026,1,891,40,430921,Q1,Critical
20859,10/4/2025,8,3939,37,103625,Q1,High
20860,2/19/2026,8,3227,14,145554,Q4,Critical
20861,5/24/2025,7,2395,48,135687,Q3,Low
20862,2/21/2025,6,3831,14,264920,Q2,Critical
20863,1/13/2026,7,2698,1,351345,Q1,Medium
20864,9/17/2025,2,1000,32,348944,Q1,Low
20865,8/16/2025,3,902,17,109847,Q1,High
20866,8/20/2025,8,3735,49,473984,Q3,Critical
20867,12/20/2026,8,3026,46,157714,Q1,Critical
20868,8/22/2026,7,4185,3,251903,Q1,Low
20869,1/21/2026,3,3659,6,496716,Q4,Low
20870,10/31/2026,1,599,42,341145,Q4,High
20871,1/3/2025,5,2984,30,215613,Q3,High
20872,5/18/2025,7,4394,34,127439,Q3,High
20873,12/5/2026,1,4858,26,336554,Q4,Critical
20874,7/14/2025,4,1718,29,303630,Q2,Low
20875,2/26/2026,1,3566,18,59958,Q4,Medium
20876,3/7/2025,10,1969,3,386936,Q2,Medium
20877,10/21/2025,2,979,45,287681,Q4,Critical
20878,7/16/2026,2,4394,9,250446,Q4,Medium
20879,10/14/2025,7,1072,1,113718,Q4,High
20880,9/17/2026,7,2340,43,165673,Q2,Low
20881,1/27/2025,4,2438,17,69206,Q1,Medium
20882,8/12/2025,7,613,47,55301,Q2,Critical
20883,7/21/2025,4,3930,22,91722,Q4,High
20884,11/29/2026,3,3890,43,482383,Q1,Low
20885,9/13/2025,3,4532,30,219189,Q4,Critical
20886,10/11/2026,4,4965,40,297561,Q1,Medium
20887,12/7/2025,5,2678,17,150649,Q4,Critical
20888,3/13/2026,3,1584,33,258384,Q1,Critical
20889,8/28/2025,3,4743,12,477313,Q1,Low
20890,6/12/2025,9,2302,7,136695,Q3,High
20891,8/2/2025,2,1014,25,416043,Q1,Low
20892,9/8/2025,7,3794,47,132312,Q2,Medium
20893,1/1/2026,3,906,19,131353,Q3,Medium
20894,4/28/2026,2,746,46,317307,Q3,Low
20895,3/12/2026,8,2511,27,312905,Q3,Critical
20896,3/8/2025,3,3783,42,191393,Q2,Medium
20897,6/8/2026,1,670,14,326636,Q3,Medium
20898,12/2/2026,6,1170,29,484924,Q1,Low
20899,6/2/2025,5,2928,41,289643,Q1,High
20900,10/27/2026,4,2526,26,320651,Q3,Critical
20901,3/4/2026,10,3972,14,268122,Q4,Low
20902,9/17/2025,4,1540,4,294499,Q1,Low
20903,3/14/2025,9,3351,36,468908,Q3,Critical
20904,1/26/2025,10,1197,15,255663,Q2,Critical
20905,4/3/2026,4,4523,45,77347,Q1,High
20906,2/10/2026,1,1810,35,399966,Q2,Medium
20907,6/23/2025,7,4210,4,335232,Q4,High
20908,11/22/2025,10,2348,2,339729,Q3,Medium
20909,4/20/2026,7,1343,34,242863,Q4,Critical
20910,7/1/2026,4,853,30,491546,Q2,Critical
20911,7/20/2025,4,2720,14,210217,Q2,Critical
20912,9/27/2026,1,4698,18,184499,Q4,Medium
20913,11/10/2025,10,3754,13,85737,Q3,High
20914,5/20/2025,9,4581,19,342431,Q4,High
20915,10/7/2025,1,4249,44,201878,Q3,High
20916,8/21/2026,1,3977,35,495507,Q4,Low
20917,5/12/2025,4,4157,41,447732,Q1,High
20918,9/5/2026,7,544,8,282898,Q3,Low
20919,6/24/2026,7,1524,6,425579,Q2,Low
20920,7/19/2026,6,1556,21,306468,Q2,Medium
20921,8/8/2025,10,4333,12,77314,Q3,Medium
20922,11/19/2025,9,1879,10,203617,Q1,Critical
20923,12/23/2025,1,2479,42,219149,Q4,Low
20924,4/23/2025,9,4227,20,288945,Q2,Medium
20925,12/13/2026,4,752,44,179594,Q1,Low
20926,11/25/2025,5,2754,23,306240,Q4,Low
20927,11/23/2025,9,612,22,202625,Q4,Critical
20928,7/14/2026,7,3119,31,126320,Q4,High
20929,11/13/2026,6,4510,23,165875,Q2,Critical
20930,8/4/2025,5,3447,28,322829,Q3,Critical
20931,4/17/2025,4,1146,12,227145,Q3,High
20932,11/26/2026,1,4042,8,117851,Q2,Medium
20933,3/18/2025,5,3577,12,332807,Q2,High
20934,5/1/2025,8,3653,36,256530,Q1,Medium
20935,2/8/2026,7,4181,20,232740,Q1,Medium
20936,5/26/2026,1,3232,32,309262,Q1,High
20937,12/26/2026,7,1152,18,269572,Q1,Medium
20938,8/27/2025,9,3058,37,413944,Q4,Low
20939,2/15/2025,2,2931,6,87336,Q2,Critical
20940,6/21/2026,4,2995,4,71406,Q3,Low
20941,2/4/2026,8,4927,48,198488,Q1,High
20942,1/3/2026,10,4445,31,493972,Q2,Critical
20943,8/3/2025,10,2459,47,472729,Q2,Medium
20944,4/10/2026,1,985,25,466249,Q4,Low
20945,11/7/2025,9,1846,16,294155,Q1,Medium
20946,6/29/2025,3,2891,37,344613,Q1,High
20947,12/28/2026,7,4788,3,389907,Q4,Low
20948,10/17/2026,6,3042,9,467736,Q2,Low
20949,12/9/2026,9,4069,27,431385,Q1,High
20950,11/10/2026,7,3139,9,240515,Q1,High
20951,9/3/2026,7,752,6,412358,Q4,Medium
20952,3/20/2026,4,1883,18,177095,Q3,Medium
20953,3/13/2025,1,3073,16,420965,Q3,Low
20954,3/11/2025,2,634,2,109498,Q1,Critical
20955,4/7/2025,2,4446,3,316429,Q3,Low
20956,10/2/2025,8,4566,16,449073,Q4,Medium
20957,1/31/2026,2,3157,27,481061,Q3,Low
20958,10/2/2025,7,1015,21,314765,Q3,Low
20959,6/30/2026,6,2411,28,65969,Q1,Low
20960,6/21/2025,1,3892,40,303710,Q1,Low
20961,2/24/2025,6,3578,47,466136,Q4,High
20962,6/7/2026,2,4785,44,245790,Q3,Critical
20963,6/19/2026,10,804,5,236444,Q2,Low
20964,10/29/2025,9,1455,30,98560,Q2,High
20965,3/14/2026,3,881,10,337768,Q2,Low
20966,5/15/2025,5,2742,30,466613,Q3,Low
20967,10/22/2026,8,883,34,257794,Q1,Medium
20968,6/4/2026,4,1842,9,298160,Q1,Critical
20969,3/26/2026,3,727,9,422071,Q3,High
20970,3/19/2026,10,2102,21,495622,Q1,Critical
20971,3/27/2025,9,3640,41,205707,Q1,Low
20972,6/17/2026,7,4107,4,347295,Q1,Low
20973,8/17/2025,8,1795,29,331998,Q1,Critical
20974,1/3/2025,9,2324,26,276216,Q1,High
20975,4/5/2025,1,2803,22,471039,Q3,High
20976,10/29/2025,2,4643,19,355476,Q1,Low
20977,6/23/2026,3,1560,16,420019,Q1,Low
20978,6/30/2026,9,1480,41,257573,Q1,High
20979,8/19/2026,7,1582,13,129073,Q2,Critical
20980,10/4/2025,5,3815,14,338020,Q1,Critical
20981,3/15/2026,5,2908,5,405286,Q1,Medium
20982,12/2/2025,6,1298,43,330453,Q1,Critical
20983,2/22/2026,1,1072,26,303256,Q1,Medium
20984,10/21/2026,8,4517,9,232804,Q4,Low
20985,8/23/2026,3,4171,22,309629,Q1,Low
20986,10/10/2026,1,2274,14,375102,Q1,Medium
20987,2/6/2026,10,2844,38,53789,Q2,Low
20988,4/4/2026,9,1206,45,257177,Q4,Low
20989,11/2/2026,4,3425,47,277203,Q3,Medium
20990,5/25/2026,7,2790,31,469332,Q4,High
20991,3/4/2026,10,1283,31,407642,Q2,Low
20992,12/24/2026,5,1642,36,169716,Q2,High
20993,1/23/2025,5,2774,1,195869,Q2,Medium
20994,1/14/2025,1,1551,35,52749,Q2,High
20995,1/1/2026,4,1511,45,361204,Q4,High
20996,3/3/2026,4,1372,17,126841,Q4,Low
20997,2/22/2025,4,2964,1,97811,Q2,Critical
20998,3/13/2026,2,4584,22,272748,Q3,Low
20999,4/20/2026,4,4260,42,467951,Q2,High
21000,1/4/2025,10,2506,5,471902,Q2,High
21001,5/30/2026,4,4529,46,418052,Q1,High
21002,1/26/2025,6,1782,43,402107,Q3,Low
21003,9/8/2026,5,3955,46,363831,Q4,High
21004,1/31/2026,7,2282,43,269563,Q2,High
21005,9/15/2026,4,1088,4,220303,Q2,Critical
21006,8/27/2025,5,3689,19,135071,Q2,High
21007,7/9/2025,2,3155,47,229571,Q4,High
21008,10/1/2026,8,2805,15,319390,Q1,Critical
21009,5/20/2025,4,2291,38,286169,Q3,Critical
21010,4/29/2026,9,4970,40,222199,Q1,Critical
21011,10/1/2026,6,1052,39,211758,Q3,High
21012,1/17/2026,7,4733,11,373517,Q4,High
21013,6/14/2025,3,1631,24,466420,Q4,Low
21014,4/27/2025,10,1574,27,189019,Q2,Critical
21015,9/6/2026,1,682,1,469299,Q3,Critical
21016,1/25/2026,1,3562,42,71931,Q2,Low
21017,2/6/2025,10,4359,16,331858,Q2,Critical
21018,4/1/2026,4,1000,32,196346,Q2,Critical
21019,10/12/2025,6,3140,34,204257,Q2,High
21020,12/2/2025,5,2558,37,85001,Q4,Low
21021,4/19/2026,6,570,46,345020,Q4,Critical
21022,9/1/2025,1,1656,20,140138,Q3,Low
21023,4/30/2026,3,1293,49,483681,Q4,Low
21024,1/6/2026,5,1112,13,326779,Q3,High
21025,3/11/2025,7,1541,19,262602,Q1,High
21026,8/8/2026,9,2763,23,410898,Q3,Low
21027,10/29/2026,10,2465,37,431951,Q2,Critical
21028,2/13/2026,6,4100,21,475303,Q1,High
21029,7/15/2026,7,4418,27,214502,Q3,Medium
21030,1/25/2026,10,1005,47,381401,Q1,Medium
21031,8/9/2026,8,4936,6,144582,Q3,Critical
21032,7/18/2026,5,3291,20,396623,Q2,Low
21033,11/8/2025,1,4545,10,435271,Q3,Medium
21034,7/14/2026,3,1800,36,317033,Q2,Medium
21035,3/5/2026,5,1037,43,190825,Q4,Critical
21036,12/24/2025,1,3783,23,366144,Q1,High
21037,6/18/2026,8,4078,44,494004,Q3,Critical
21038,6/5/2025,4,2053,12,436986,Q3,Medium
21039,3/12/2026,10,2443,13,495753,Q4,Low
21040,4/23/2026,9,843,3,379512,Q1,Medium
21041,12/11/2025,8,1945,33,91081,Q2,Medium
21042,12/14/2025,8,4873,17,393355,Q4,Low
21043,2/15/2026,4,993,1,296137,Q1,High
21044,6/7/2026,5,4526,35,109256,Q3,Critical
21045,4/18/2025,10,4691,8,427462,Q4,Low
21046,2/11/2026,6,1851,5,75637,Q2,Critical
21047,9/18/2026,6,2863,5,183934,Q1,Low
21048,6/7/2025,7,3831,18,366670,Q2,Low
21049,4/4/2026,8,4886,5,171327,Q2,Critical
21050,5/16/2025,3,2742,41,417428,Q2,Medium
21051,5/18/2025,4,3431,43,161834,Q4,Critical
21052,1/18/2025,8,4574,29,398521,Q2,Low
21053,2/11/2026,10,1087,3,83462,Q1,High
21054,1/10/2025,2,3186,21,168286,Q1,Critical
21055,9/17/2026,1,608,29,100427,Q2,Low
21056,12/15/2025,5,4813,16,82070,Q1,Medium
21057,12/1/2025,1,3235,31,283913,Q1,Low
21058,6/27/2025,7,4233,14,159458,Q3,Critical
21059,4/29/2025,4,2867,40,478562,Q4,Critical
21060,9/27/2026,5,3150,11,112785,Q3,Medium
21061,1/21/2026,10,549,43,273237,Q2,High
21062,11/1/2025,7,2271,39,137226,Q1,High
21063,7/20/2026,7,4492,48,415305,Q4,Critical
21064,6/17/2025,5,1035,20,187438,Q1,High
21065,12/15/2025,7,878,23,380285,Q1,Low
21066,10/3/2026,4,647,42,208752,Q1,Low
21067,2/1/2025,4,4396,25,387612,Q4,Medium
21068,2/6/2026,5,2314,5,88391,Q2,Critical
21069,5/22/2026,2,1880,43,92264,Q1,High
21070,12/10/2026,6,4717,29,491067,Q2,Critical
21071,7/24/2025,7,3251,49,335786,Q1,Low
21072,2/10/2025,9,4979,29,148451,Q4,Low
21073,3/18/2025,8,3150,13,359434,Q4,Critical
21074,4/30/2025,8,712,35,467176,Q4,Critical
21075,9/18/2025,5,973,21,470349,Q2,Medium
21076,5/23/2026,4,1591,42,290240,Q4,Critical
21077,6/7/2026,6,3302,30,401801,Q2,High
21078,11/10/2026,6,1350,22,181718,Q3,Medium
21079,8/5/2025,4,660,6,475555,Q3,Critical
21080,9/8/2026,7,2319,35,200755,Q1,Medium
21081,7/13/2025,5,967,28,211333,Q2,Low
21082,3/13/2025,8,3460,24,468061,Q3,Medium
21083,9/24/2025,2,1244,48,328970,Q1,Critical
21084,3/19/2026,8,2671,13,384427,Q4,Medium
21085,11/3/2025,3,3044,33,299988,Q2,Critical
21086,3/24/2025,7,4141,3,261597,Q1,Medium
21087,9/14/2025,8,3202,28,447998,Q1,Low
21088,6/30/2025,3,1098,40,100176,Q3,High
21089,5/24/2025,5,2552,41,228599,Q3,Medium
21090,1/1/2026,8,2132,38,363935,Q2,Critical
21091,3/26/2025,2,3416,49,191916,Q4,Medium
21092,4/11/2025,5,1499,32,171213,Q2,Critical
21093,10/24/2026,8,1958,41,259680,Q3,High
21094,10/8/2025,4,3126,32,436762,Q2,Medium
21095,4/16/2025,3,661,26,333482,Q2,Low
21096,1/13/2025,5,3197,7,465100,Q4,Critical
21097,11/3/2025,10,1843,26,95035,Q3,Low
21098,3/28/2026,1,4395,28,279349,Q3,Medium
21099,10/2/2026,7,4364,48,69853,Q2,Low
21100,11/4/2025,6,1953,11,78808,Q3,Low
21101,1/2/2026,8,1007,25,271931,Q1,High
21102,5/22/2025,2,2243,7,217910,Q1,Critical
21103,4/11/2026,3,4617,9,182075,Q2,High
21104,1/27/2025,6,4068,20,377772,Q2,High
21105,9/6/2026,8,2230,1,248940,Q2,Low
21106,8/14/2026,6,4942,3,227023,Q1,Low
21107,12/23/2026,9,2960,8,113302,Q2,Critical
21108,10/17/2025,2,3474,15,90416,Q3,Medium
21109,3/9/2025,9,4744,38,289350,Q4,High
21110,7/2/2025,4,2451,45,468479,Q3,Medium
21111,3/23/2026,5,3138,24,307408,Q2,Critical
21112,2/6/2025,7,2896,46,386329,Q3,Low
21113,4/18/2026,4,2291,35,376850,Q3,Medium
21114,10/29/2025,4,2726,49,53624,Q2,Critical
21115,11/3/2025,4,3033,43,402300,Q4,Low
21116,10/2/2025,10,4489,11,445429,Q4,Critical
21117,7/11/2026,3,2951,15,469858,Q2,High
21118,10/31/2025,8,2199,39,471960,Q3,Critical
21119,5/15/2026,1,3960,34,134959,Q3,Low
21120,7/15/2026,7,2388,34,275773,Q1,Critical
21121,9/4/2025,3,4872,38,82680,Q1,High
21122,4/24/2025,2,2080,36,470831,Q4,Medium
21123,9/8/2026,6,1121,27,114969,Q2,Medium
21124,1/7/2026,6,3401,44,494677,Q3,Medium
21125,9/20/2026,1,3596,46,491071,Q1,Low
21126,12/10/2025,1,619,24,199158,Q4,High
21127,1/7/2026,1,1106,23,373985,Q1,Critical
21128,1/30/2025,1,4778,4,145486,Q4,Critical
21129,1/4/2026,7,1509,29,273106,Q4,Low
21130,10/10/2026,10,3561,20,139784,Q1,Critical
21131,5/3/2026,6,980,48,109687,Q2,Medium
21132,9/21/2026,2,1451,33,59508,Q1,High
21133,11/15/2026,2,4042,2,180534,Q4,High
21134,11/28/2025,5,2900,14,388629,Q1,Critical
21135,5/16/2026,4,1349,10,433959,Q2,Critical
21136,5/11/2025,3,3993,12,399115,Q4,Low
21137,4/7/2025,9,3829,32,387718,Q4,Low
21138,12/29/2025,6,4604,46,214878,Q1,Medium
21139,12/27/2025,2,1230,5,149868,Q1,Medium
21140,7/25/2026,3,2888,16,357061,Q4,Medium
21141,3/22/2026,7,3227,24,138437,Q1,Medium
21142,7/13/2026,7,4396,38,195540,Q3,High
21143,8/27/2025,9,4481,38,55222,Q4,Critical
21144,9/20/2025,4,1872,43,113179,Q1,Critical
21145,3/6/2025,10,2091,26,92468,Q3,Low
21146,3/5/2026,4,3669,23,86404,Q1,Low
21147,8/3/2026,10,3949,44,421424,Q2,High
21148,9/29/2026,7,1554,45,280974,Q1,Low
21149,12/19/2026,1,4409,17,136903,Q4,High
21150,11/14/2026,5,2769,10,388565,Q2,Critical
21151,5/12/2025,10,4159,31,389783,Q1,Medium
21152,10/22/2026,7,4254,23,126980,Q3,Critical
21153,9/20/2026,6,4987,43,321442,Q2,Medium
21154,8/18/2025,9,2779,25,86250,Q3,Critical
21155,4/20/2025,2,3098,24,183573,Q2,Low
21156,9/25/2026,3,4683,43,53994,Q4,Low
21157,1/31/2026,9,1511,21,175263,Q1,High
21158,4/24/2026,1,2301,6,347075,Q4,Critical
21159,2/14/2026,2,844,18,381828,Q3,Medium
21160,6/5/2025,3,3725,34,282752,Q2,Medium
21161,9/15/2025,9,4314,40,438712,Q3,Medium
21162,8/4/2025,8,4690,13,257617,Q3,Critical
21163,8/13/2026,6,1987,25,351367,Q1,Critical
21164,6/11/2025,1,1543,22,226505,Q4,Low
21165,1/4/2026,5,1431,45,265515,Q1,High
21166,5/6/2025,7,3564,39,351495,Q4,Medium
21167,5/17/2025,5,4111,7,309366,Q4,Critical
21168,1/9/2025,9,3577,7,92509,Q3,Medium
21169,1/26/2026,10,4245,14,260166,Q1,Low
21170,10/7/2026,6,2706,21,328983,Q4,Medium
21171,7/11/2026,9,2107,30,387952,Q3,Medium
21172,3/15/2025,4,2367,14,348286,Q4,Medium
21173,6/19/2025,9,2061,27,253531,Q1,Low
21174,6/22/2025,4,1857,14,437071,Q4,Medium
21175,10/1/2026,1,4194,26,194785,Q4,Low
21176,5/7/2026,1,961,14,356997,Q2,Low
21177,8/9/2026,8,4570,21,99049,Q2,High
21178,9/11/2026,10,2463,42,470813,Q4,High
21179,11/3/2025,5,2893,16,409831,Q3,Low
21180,12/21/2026,2,3965,33,218335,Q4,High
21181,1/5/2026,6,1709,40,251788,Q3,High
21182,11/14/2025,9,1977,29,440450,Q3,High
21183,8/10/2026,6,2251,29,336935,Q4,High
21184,12/2/2025,10,872,38,443026,Q4,Critical
21185,3/4/2025,1,4007,35,434174,Q2,Critical
21186,10/5/2025,8,4341,1,462911,Q2,Critical
21187,12/21/2025,4,4119,4,475042,Q2,High
21188,10/5/2025,9,4893,33,168064,Q1,Low
21189,7/20/2025,3,1500,4,352863,Q2,Low
21190,1/7/2025,6,749,43,101973,Q4,High
21191,7/4/2025,10,3150,30,451785,Q3,Critical
21192,11/9/2026,8,1892,41,153892,Q4,Critical
21193,6/25/2025,4,3728,14,162963,Q4,Critical
21194,8/22/2026,7,3809,48,473832,Q2,Critical
21195,7/8/2026,9,3705,1,377476,Q4,Low
21196,9/21/2025,2,3311,11,472602,Q3,Medium
21197,1/27/2026,3,1382,8,447310,Q3,Medium
21198,5/26/2026,9,1934,2,431457,Q4,Critical
21199,11/16/2026,1,1066,1,497158,Q2,Critical
21200,3/15/2025,4,2158,40,353818,Q3,Critical
21201,12/30/2026,3,829,16,469540,Q1,Medium
21202,8/20/2026,9,3201,42,420784,Q2,Medium
21203,10/3/2025,3,593,47,279555,Q2,Medium
21204,9/29/2025,6,1743,25,231121,Q1,Low
21205,9/5/2026,8,1559,48,391924,Q4,Critical
21206,2/10/2025,7,2638,45,139362,Q2,Low
21207,3/5/2025,9,2304,11,219674,Q2,Critical
21208,10/15/2026,10,3559,21,346858,Q2,High
21209,1/29/2025,5,3050,1,383044,Q3,High
21210,10/6/2025,10,967,26,122448,Q4,Low
21211,10/4/2025,7,3949,33,90357,Q4,Medium
21212,6/23/2025,1,4140,19,396543,Q2,Medium
21213,11/15/2025,10,4964,38,140070,Q2,Critical
21214,1/7/2026,9,2010,18,128116,Q2,Low
21215,8/14/2025,6,611,31,74624,Q1,Medium
21216,12/25/2026,4,1555,43,389628,Q4,High
21217,1/8/2025,3,2500,40,146540,Q4,Low
21218,4/6/2025,4,4914,46,387747,Q2,High
21219,9/25/2025,1,2318,13,98194,Q4,Medium
21220,10/23/2026,8,627,49,205757,Q4,Low
21221,12/20/2026,2,2963,36,375304,Q3,Low
21222,2/7/2025,8,4259,20,273173,Q2,Medium
21223,11/16/2026,1,4571,39,274738,Q2,Low
21224,12/7/2025,10,3214,35,186634,Q1,Medium
21225,9/3/2026,2,2721,17,247448,Q4,High
21226,11/11/2025,6,3692,25,397707,Q1,Low
21227,4/24/2025,10,3366,46,121458,Q3,Medium
21228,2/8/2026,2,4612,10,257282,Q4,Critical
21229,11/19/2026,2,1830,7,309661,Q4,Critical
21230,10/4/2025,1,2395,3,231967,Q3,Low
21231,10/31/2026,4,3571,11,343025,Q3,Critical
21232,9/18/2025,4,1471,28,131844,Q3,High
21233,6/11/2025,8,1412,12,80346,Q2,High
21234,10/30/2025,4,2984,2,247350,Q4,Critical
21235,4/2/2025,1,2035,43,247656,Q3,Medium
21236,7/29/2025,5,4226,8,322921,Q3,Critical
21237,8/3/2026,9,693,36,224890,Q3,High
21238,6/17/2025,8,4222,41,212015,Q4,Low
21239,4/25/2026,3,3237,48,296994,Q4,Critical
21240,8/16/2025,1,3552,2,119495,Q1,Critical
21241,3/20/2025,7,1116,31,184554,Q2,Medium
21242,3/27/2026,3,4261,40,169744,Q1,Medium
21243,7/8/2025,2,4377,18,485843,Q2,Medium
21244,8/8/2025,10,3268,4,421220,Q1,High
21245,4/13/2026,1,4703,30,196653,Q4,Low
21246,12/26/2025,3,4584,33,116667,Q4,Critical
21247,3/17/2026,10,4935,4,357410,Q3,Critical
21248,1/24/2025,9,3468,38,448615,Q2,Critical
21249,8/31/2025,7,4226,5,474715,Q3,Low
21250,1/27/2025,4,2065,6,78112,Q3,High
21251,9/18/2026,10,2870,42,306752,Q1,Critical
21252,12/10/2026,7,2239,9,107179,Q1,High
21253,5/6/2026,6,2286,13,79533,Q3,Low
21254,5/31/2025,2,2070,20,287086,Q3,Medium
21255,12/27/2026,3,2041,27,133296,Q2,Low
21256,11/15/2026,6,3715,26,182154,Q3,High
21257,9/13/2026,1,4058,22,296360,Q4,Critical
21258,2/9/2025,8,1337,35,250629,Q4,Low
